Mode,OBJECTID,STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,TICKETZONE,ROUTES_USING_STOP,SHAPE,SE_ANNO_CAD_DATA,In City Of Melbourne
TRAM,426,18087,3-Market St/Flinders St (Melbourne City),-37.8191,144.9618,1,"70,75,35",POINT (-37.81906299 144.96179688),,True
TRAM,427,18089,4-Elizabeth St/Flinders St (Melbourne City),-37.8182,144.9646,1,"70,75,35",POINT (-37.81823796 144.96462612),,True
TRAM,428,18090,5-Swanston St/Flinders St (Melbourne City),-37.8176,144.9671,1,"70,75,35",POINT (-37.81755999 144.96713208),,True
TRAM,429,18091,6-Russell St/Flinders St (Melbourne City),-37.8166,144.9705,1,"70,75,35",POINT (-37.81656396 144.97049988),,True
TRAM,430,18092,8-Spring St/Flinders St (Melbourne City),-37.8153,144.9746,1,"75,35",POINT (-37.81531899 144.97461216),,True
TRAM,431,18093,9-Lansdowne St/Wellington Pde (East Melbourne),-37.8155,144.9772,1,"75,48",POINT (-37.815453 144.97716384),,True
TRAM,432,18094,10-Jolimont Rd/Wellington Pde (East Melbourne),-37.8158,144.9798,1,"75,48",POINT (-37.81575 144.97979112),,True
TRAM,433,18095,11-Jolimont Station-MCG/Wellington Pde (East Melbourne),-37.8163,144.9848,1,"75,48",POINT (-37.81634103 144.98481888),,True
TRAM,434,18097,13-Simpson St/Wellington Pde (East Melbourne),-37.8165,144.987,1,"75,48",POINT (-37.81654002 144.98698284),,True
TRAM,435,18098,14-Punt Rd/Wellington Pde (Melbourne City),-37.8174,144.9897,1,"75,48",POINT (-37.817388 144.98967492),,True
TRAM,437,18100,13-Simpson St/Wellington Pde (East Melbourne),-37.8166,144.987,1,"75,48",POINT (-37.81660302 144.98696988),,True
TRAM,438,18102,11-Jolimont Station-MCG/Wellington Pde (East Melbourne),-37.8162,144.984,1,"75,48",POINT (-37.81624599 144.98399196),,True
TRAM,439,18103,10-Jolimont Rd/Wellington Pde (East Melbourne),-37.8158,144.9793,1,"75,48",POINT (-37.81576899 144.97932492),,True
TRAM,440,18104,9-Lansdowne St/Wellington Pde (Melbourne City),-37.8155,144.9767,1,"75,48",POINT (-37.815471 144.97666416),,True
TRAM,441,18105,8-Spring St/Flinders St (Melbourne City),-37.8155,144.9742,1,"75,35",POINT (-37.81553697 144.97417404),,True
TRAM,442,18108,7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City),-37.8196,144.9791,1,70,POINT (-37.81958697 144.97913016),,True
TRAM,443,18116,7C-MCG Gates 4-7/John Cain Arena (Melbourne City),-37.8224,144.9835,1,70,POINT (-37.82238399 144.98353008),,True
TRAM,444,18118,7D-Olympic Boulevard (Melbourne City),-37.8241,144.9869,1,70,POINT (-37.82413503 144.98685684),,True
TRAM,445,18155,7D-Olympic Boulevard (Melbourne City),-37.8238,144.9868,1,70,POINT (-37.82382696 144.986751),,True
TRAM,446,18161,7C-MCG Gates 4-7/John Cain Arena (Melbourne City),-37.8221,144.9828,1,70,POINT (-37.82213703 144.98279784),,True
TRAM,447,18172,7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City),-37.8193,144.9784,1,70,POINT (-37.81934901 144.97842096),,True
TRAM,448,18174,6-Russell St/Flinders St (Melbourne City),-37.8167,144.9702,1,"70,75,35",POINT (-37.81665702 144.97016796),,True
TRAM,449,18175,5-Swanston St/Flinders St (Melbourne City),-37.8178,144.9665,1,"70,75,35",POINT (-37.81775601 144.96649092),,True
TRAM,450,18176,4-Elizabeth St/Flinders St (Melbourne City),-37.8184,144.9643,1,"70,75,35",POINT (-37.81841202 144.96428016),,True
TRAM,451,18178,3-Market St/Flinders St (Melbourne City),-37.8193,144.9613,1,"70,75,35",POINT (-37.81930599 144.96127884),,True
TRAM,452,18179,D6-Victoria Police Centre/Flinders St (Southbank),-37.8217,144.9532,1,"70,75,35",POINT (-37.821726 144.95321484),,True
TRAM,453,18180,D5-South Wharf/Wurundjeri Way (Docklands),-37.822,144.9509,1,"70,75,35",POINT (-37.82200104 144.950913),,True
TRAM,454,18181,D4-Docklands Park/Harbour Esp (Docklands),-37.8217,144.9475,1,"70,75,35",POINT (-37.82172501 144.94750092),,True
TRAM,455,18182,D3-Stadium Precinct/Harbour Esp (Docklands),-37.8175,144.946,1,"70,75,35",POINT (-37.81746297 144.94596012),,True
TRAM,456,18183,D2-CentralPier/Harbour Esp (Docklands),-37.8142,144.9446,1,"35,70,75,86,30",POINT (-37.81424898 144.94458384),,True
TRAM,457,18184,125-Clarendon St/Whiteman St (Southbank),-37.8257,144.9567,1,"12,96,109",POINT (-37.82568798 144.95668416),,True
TRAM,458,18185,124A-Casino/MCEC/Clarendon St (Southbank),-37.8233,144.9561,1,"12,96,109",POINT (-37.82328903 144.95605704),,True
TRAM,459,18186,124-Batman Park/Spencer St (Melbourne City),-37.8216,144.9553,1,"12,96,109",POINT (-37.82155401 144.95526504),,True
TRAM,460,18187,122-Southern Cross Railway Station/Spencer St (Melbourne City),-37.8188,144.9541,1,96,POINT (-37.81876698 144.95409216),,True
TRAM,461,18189,120-Lonsdale St/Spencer St (Melbourne City),-37.8153,144.9524,1,86,POINT (-37.81531296 144.95238108),,True
TRAM,462,18190,119-La Trobe St/Spencer St (Melbourne City),-37.8134,144.9515,1,86,POINT (-37.81340496 144.95150196),,True
TRAM,463,18192,120-Lonsdale St/Spencer St (Melbourne City),-37.815,144.9523,1,86,POINT (-37.81495998 144.95231088),,True
TRAM,464,18194,122-Southern Cross Railway Station/Spencer St (Melbourne City),-37.8183,144.9537,1,96,POINT (-37.81831896 144.95371812),,True
TRAM,465,18196,124-Batman Park/Spencer St (Melbourne City),-37.8218,144.9554,1,"12,96,109",POINT (-37.82177298 144.95540616),,True
TRAM,466,18197,124A-Casino/MCEC/Clarendon St (Southbank),-37.8236,144.9563,1,"12,96,109",POINT (-37.82359098 144.95631012),,True
TRAM,467,18199,5-Bourke St/William St (Melbourne City),-37.8159,144.9582,1,58,POINT (-37.81587402 144.95825016),,True
TRAM,476,18201,7-Flagstaff Railway Station/William St (Melbourne City),-37.812,144.9565,1,58,POINT (-37.81199601 144.95651712),,True
TRAM,477,18202,8-Franklin St/William St (Melbourne City),-37.8097,144.9555,1,58,POINT (-37.80974304 144.95545404),,True
TRAM,478,18203,10-Victoria St/Peel St (West Melbourne),-37.8054,144.956,1,58,POINT (-37.805391 144.95602896),,True
TRAM,479,18204,10-Victoria St/Peel St (West Melbourne),-37.8057,144.9561,1,58,POINT (-37.80569799 144.95607684),,True
TRAM,480,18205,9-Queen Victoria Market/Peel St (North Melbourne),-37.8074,144.9558,1,58,POINT (-37.80744201 144.95577912),,True
TRAM,481,18206,9-Queen Victoria Market/39 Peel St (North Melbourne),-37.8072,144.9558,1,58,POINT (-37.80721602 144.95575104),,True
TRAM,482,18207,8-Franklin St/Peel St (Melbourne City),-37.8094,144.9555,1,58,POINT (-37.80942804 144.95547384),,True
TRAM,483,18208,7-Flagstaff Railway Station/William St (Melbourne City),-37.8125,144.9568,1,58,POINT (-37.81246104 144.956799),,True
TRAM,484,18210,5-Bourke St/William St (Melbourne City),-37.8154,144.9582,1,58,POINT (-37.81544004 144.95816016),,True
TRAM,485,18211,4-Collins St/William St (Melbourne City),-37.8175,144.9591,1,58,POINT (-37.81745703 144.95909184),,True
TRAM,486,18214,1-Flinders St/Queens Bridge St (Melbourne City),-37.8195,144.9612,1,58,POINT (-37.81951299 144.96123996),,True
TRAM,487,18215,115-Casino/Southbank/Queens Bridge St (Southbank),-37.8221,144.9612,1,58,POINT (-37.82211696 144.96122484),,True
TRAM,488,18217,117-York St/Kings Way (South Melbourne),-37.8296,144.9641,1,58,POINT (-37.82961 144.96407496),,True
TRAM,489,18218,118-Sturt St/Kings Way (Southbank),-37.8305,144.965,1,58,POINT (-37.83053601 144.96500412),,True
TRAM,494,18224,20-Kings Way/Sturt St (Southbank),-37.8301,144.9653,1,1,POINT (-37.83009096 144.96533388),,True
TRAM,495,18225,19-Miles St/Sturt St (Southbank),-37.8284,144.9658,1,1,POINT (-37.828431 144.96575508),,True
TRAM,496,18226,18-Grant St/Sturt St (Southbank),-37.8258,144.9666,1,1,POINT (-37.82577897 144.96663384),,True
TRAM,497,18227,17-Arts Precinct/Sturt St (Southbank),-37.8238,144.9673,1,1,POINT (-37.82381598 144.96725592),,True
TRAM,498,18229,17-Arts Precinct/Sturt St (Southbank),-37.8241,144.9672,1,1,POINT (-37.82409399 144.96717996),,True
TRAM,499,18230,18-Grant St/Sturt St (Southbank),-37.8259,144.9667,1,1,POINT (-37.82592396 144.96666408),,True
TRAM,500,18231,19-Miles St/Sturt St (Southbank),-37.8282,144.9661,1,1,POINT (-37.82818404 144.96605712),,True
TRAM,501,18232,20-Kings Way/Sturt St (Southbank),-37.8301,144.9654,1,1,POINT (-37.83011904 144.96539004),,True
TRAM,502,18233,116-City Rd/Kings Way (Southbank),-37.8263,144.9606,1,58,POINT (-37.82626002 144.96057684),,True
TRAM,651,18789,112-Lygon St/Elgin St (Carlton),-37.7971,144.9672,1,"6,1",POINT (-37.79711298 144.96715908),,True
TRAM,652,18790,113-Lytton St/Lygon St (Carlton),-37.7941,144.968,1,"6,1",POINT (-37.79412696 144.96802488),,True
TRAM,653,18791,114-Princes St/Lygon St (Carlton North),-37.7927,144.9683,1,"6,1",POINT (-37.79268903 144.96826896),,True
TRAM,654,18792,115-Melbourne Cemetery/Lygon St (Carlton North),-37.7896,144.9688,1,"6,1",POINT (-37.78957998 144.96879708),,True
TRAM,655,18793,116-Fenwick St/Lygon St (Carlton North),-37.7874,144.9692,1,"6,1",POINT (-37.78737003 144.96918588),,True
TRAM,658,18899,26-Alfred Hospital/Commercial Rd (South Yarra),-37.8453,144.9822,1,72,POINT (-37.84527801 144.98222508),,True
TRAM,659,18918,27-Punt Rd/Commercial Rd (South Yarra),-37.8456,144.9849,1,72,POINT (-37.84563 144.98486316),,True
TRAM,8,18524,32-Sandown Rd/Epsom Rd (Ascot Vale),-37.7827,144.9167,1,57,POINT (-37.78266798 144.91667484),,True
TRAM,9,18525,31-Racing Victoria/400 Epsom Rd (Flemington),-37.7844,144.9182,1,57,POINT (-37.78442496 144.91820412),,True
TRAM,13,18529,26-Newmarket Plaza/Racecourse Rd (Kensington),-37.7881,144.9284,1,57,POINT (-37.78807401 144.92838996),,True
TRAM,15,18531,24-Collett St/Racecourse Rd (Kensington),-37.7885,144.9335,1,57,POINT (-37.788507 144.93352212),,True
TRAM,16,18532,23-Stubbs St/Racecourse Rd (Flemington),-37.7887,144.9355,1,57,POINT (-37.78874901 144.93548016),,True
TRAM,17,18533,22-Boundary Rd/Racecourse Rd (North Melbourne),-37.7892,144.9401,1,57,POINT (-37.789209 144.94014504),,True
TRAM,18,18536,19-Abbotsford St Interchange/Abbotsford St (North Melbourne),-37.7937,144.9472,1,57,POINT (-37.79372898 144.94716288),,True
TRAM,19,18537,18-Erskine St/Abbotsford St (North Melbourne),-37.7952,144.9468,1,57,POINT (-37.79524602 144.94680288),,True
TRAM,20,18538,17-Canning St/Abbotsford St (North Melbourne),-37.7967,144.9465,1,57,POINT (-37.79671896 144.94653504),,True
TRAM,21,18539,16-Haines St/Abbotsford St (North Melbourne),-37.798,144.9463,1,57,POINT (-37.79796798 144.94631904),,True
TRAM,22,18540,15-Arden St/Abbotsford St (North Melbourne),-37.8007,144.9458,1,57,POINT (-37.80067203 144.94583484),,True
TRAM,23,18541,14-Abbotsford St/Queensberry St (North Melbourne),-37.8027,144.9458,1,57,POINT (-37.80266301 144.94580208),,True
TRAM,24,18543,23-Royal Park/Royal Park (Parkville),-37.7914,144.9493,1,58,POINT (-37.791414 144.94929408),,True
TRAM,25,18544,24-Elliott Ave/Royal Park (Parkville),-37.7879,144.9496,1,58,POINT (-37.78787799 144.94961916),,True
TRAM,26,18545,25-State Netball Hockey Centre/Royal Park (Parkville),-37.7844,144.9487,1,58,POINT (-37.78438302 144.94866984),,True
TRAM,27,18546,26-Melbourne Zoo/Royal Park (Parkville),-37.7824,144.9493,1,58,POINT (-37.78237503 144.94928184),,True
TRAM,28,18547,27-Royal Park Station/Royal Park (Parkville),-37.7809,144.9509,1,58,POINT (-37.78087203 144.95092488),,True
TRAM,29,18548,28-Park St/Royal Park (Parkville),-37.7769,144.9495,1,58,POINT (-37.77691698 144.94948992),,True
TRAM,128,18699,124-Walsh St/Toorak Rd (South Yarra),-37.8382,144.9846,1,58,POINT (-37.83818997 144.98456508),,True
TRAM,163,13401,28-Punt Rd/High St (Prahran),-37.8506,144.984,1,6,POINT (-37.85056398 144.98404704),,True
TRAM,188,16729,18-Princes Park/Royal Pde (Parkville),-37.7794,144.9599,1,19,POINT (-37.77937902 144.95993604),,True
TRAM,189,16730,17-Ievers St/Royal Pde (Parkville),-37.7819,144.9596,1,19,POINT (-37.78188804 144.95964012),,True
TRAM,190,16731,16-Visy Park/Royal Pde (Parkville),-37.7849,144.9593,1,19,POINT (-37.78485597 144.959274),,True
TRAM,191,16732,15-Leonard St/Royal Pde (Parkville),-37.7879,144.9589,1,19,POINT (-37.787931 144.95889384),,True
TRAM,192,16733,14-Macarthur Rd/Royal Pde (Parkville),-37.79,144.9586,1,19,POINT (-37.79001702 144.958644),,True
TRAM,193,16734,13-Gatehouse St/Royal Pde (Parkville),-37.7927,144.9583,1,19,POINT (-37.79267904 144.95830992),,True
TRAM,194,16735,12-Morrah St/Royal Pde (Parkville),-37.7957,144.9579,1,19,POINT (-37.79565597 144.95794416),,True
TRAM,195,16736,11-University of Melbourne/Royal Pde (Parkville),-37.7983,144.9577,1,19,POINT (-37.79827299 144.95765616),,True
TRAM,257,17328,18-Princes Park/Royal Pde (Parkville),-37.7794,144.9602,1,19,POINT (-37.77938298 144.96015204),,True
TRAM,258,17329,17-Ievers St/Royal Pde (Parkville),-37.7817,144.9598,1,19,POINT (-37.78168401 144.95983812),,True
TRAM,259,17330,16-Walker St/Royal Pde (Parkville),-37.7846,144.9595,1,19,POINT (-37.78458903 144.95950908),,True
TRAM,260,17331,15-Leonard St/Royal Pde (Parkville),-37.7877,144.9591,1,19,POINT (-37.78767396 144.95912892),,True
TRAM,261,17332,14-Cemetery Road West/Royal Pde (Parkville),-37.7897,144.9589,1,19,POINT (-37.78971498 144.95887908),,True
TRAM,262,17333,13-Gatehouse St/Royal Pde (Parkville),-37.7924,144.9585,1,19,POINT (-37.792422 144.95854392),,True
TRAM,263,17334,12-Morrah St/Royal Pde (Parkville),-37.7956,144.9582,1,19,POINT (-37.79556102 144.95817312),,True
TRAM,264,17335,11-University of Melbourne/Royal Pde (Parkville),-37.7981,144.9579,1,19,POINT (-37.79810496 144.95785416),,True
TRAM,265,17591,7-Russell St/Bourke St (Melbourne City),-37.8128,144.9684,1,"96,86",POINT (-37.81276902 144.96835392),,True
TRAM,266,17593,6-Swanston St/Bourke St (Melbourne City),-37.8135,144.9659,1,"96,86",POINT (-37.81348398 144.96590412),,True
TRAM,267,17594,5-Elizabeth St/Bourke St (Melbourne City),-37.8142,144.9635,1,"96,86",POINT (-37.81421703 144.96351012),,True
TRAM,268,17596,4-Queen St/Bourke St (Melbourne City),-37.8153,144.9598,1,"96,86",POINT (-37.81525302 144.95983488),,True
TRAM,269,17597,3-William St/Bourke St (Melbourne City),-37.8159,144.9576,1,"96,86",POINT (-37.81588203 144.95762484),,True
TRAM,276,17848,1-Spencer St/Bourke St (Melbourne City),-37.8171,144.9535,1,"96,86",POINT (-37.81706301 144.953514),,True
TRAM,277,17849,1-Spencer St/Bourke St (Melbourne City),-37.8168,144.954,1,"96,86",POINT (-37.81684602 144.95399712),,True
TRAM,278,17850,1-Flinders Street Railway Station/Elizabeth St (Melbourne City),-37.8177,144.9648,1,"57,59,19",POINT (-37.81771704 144.96476508),,True
TRAM,279,17851,2-Collins St/Elizabeth St (Melbourne City),-37.8154,144.9637,1,"57,59,19",POINT (-37.81542798 144.96366888),,True
TRAM,280,17852,3-Bourke Street Mall/Elizabeth St (Melbourne City),-37.8134,144.9628,1,"57,59,19",POINT (-37.81344699 144.96275808),,True
TRAM,281,17854,5-Melbourne Central Station/Elizabeth St (Melbourne City),-37.8106,144.9614,1,"57,59,19",POINT (-37.81055799 144.96142896),,True
TRAM,282,17856,7-Queen Victoria Market/Elizabeth St (Melbourne City),-37.8066,144.9596,1,"57,59,19",POINT (-37.806561 144.95957388),,True
TRAM,283,17857,8-Peel St/Victoria St (Melbourne City),-37.8059,144.9562,1,57,POINT (-37.80593496 144.95621796),,True
TRAM,284,17858,9-William St/Victoria St (Melbourne City),-37.8057,144.9539,1,57,POINT (-37.805688 144.95390784),,True
TRAM,285,17859,10-Chetwynd St/Victoria St (Melbourne City),-37.8055,144.9524,1,57,POINT (-37.805517 144.95239116),,True
TRAM,286,17860,11-Errol St/Victoria St (Melbourne City),-37.8052,144.9494,1,57,POINT (-37.80519597 144.949446),,True
TRAM,287,17861,11-Victoria St/Errol St (North Melbourne),-37.805,144.9493,1,57,POINT (-37.804959 144.94933908),,True
TRAM,288,17862,10-Chetwynd St/Victoria St (Melbourne City),-37.8054,144.952,1,57,POINT (-37.80540297 144.95203008),,True
TRAM,289,17863,9-Howard St/Victoria St (Melbourne City),-37.8056,144.9535,1,57,POINT (-37.80556398 144.95350212),,True
TRAM,290,17864,8-Peel St/Victoria St (Melbourne City),-37.8058,144.9557,1,57,POINT (-37.80581004 144.95574384),,True
TRAM,291,17866,9-Pelham St/Elizabeth St (Melbourne City),-37.8019,144.9575,1,"59,19",POINT (-37.80194697 144.95746392),,True
TRAM,292,17867,10-Royal Melbourne Hospital/Royal Pde (Melbourne City),-37.7999,144.9574,1,19,POINT (-37.799901 144.95744088),,True
TRAM,293,17868,10-Royal Melbourne Hospital/Royal Pde (Parkville),-37.7996,144.9577,1,19,POINT (-37.79957997 144.95766516),,True
TRAM,294,17869,9-Pelham St/Elizabeth St (Melbourne City),-37.8021,144.9577,1,"59,19",POINT (-37.80214803 144.957663),,True
TRAM,295,17871,7-Queen Victoria Market/Elizabeth St (Melbourne City),-37.8069,144.9598,1,"57,59,19",POINT (-37.80689004 144.95984892),,True
TRAM,296,17873,5-Melbourne Central Station/Elizabeth St (Melbourne City),-37.8111,144.9618,1,"57,59,19",POINT (-37.81110501 144.96177816),,True
TRAM,297,17875,3-Bourke Street Mall/Elizabeth St (Melbourne City),-37.814,144.9631,1,"57,59,19",POINT (-37.81403901 144.96312816),,True
TRAM,298,17876,2-Collins St/Elizabeth St (Melbourne City),-37.8159,144.964,1,"57,59,19",POINT (-37.81592901 144.96399612),,True
TRAM,299,17877,1-Flinders Street Railway Station/Elizabeth St (Melbourne City),-37.8179,144.9648,1,"57,59,19",POINT (-37.81789902 144.96483996),,True
TRAM,301,17880,10-Albert St/Nicholson St (Fitzroy),-37.8097,144.9729,1,"86,96,35",POINT (-37.80967599 144.97294896),,True
TRAM,302,17882,9-Spring St/Bourke St (Melbourne City),-37.8115,144.9726,1,"96,86",POINT (-37.81154403 144.97257888),,True
TRAM,303,17885,3-William St/Bourke St (Melbourne City),-37.8157,144.9579,1,"96,86",POINT (-37.81570599 144.95791392),,True
TRAM,304,17886,4-Queen St/Bourke St (Melbourne City),-37.8151,144.9601,1,"96,86",POINT (-37.81512198 144.96005412),,True
TRAM,305,17887,5-Elizabeth St/Bourke St (Melbourne City),-37.814,144.9637,1,"96,86",POINT (-37.814031 144.96368508),,True
TRAM,306,17888,6-Swanston St/Bourke St (Melbourne City),-37.8133,144.9664,1,"96,86",POINT (-37.813266 144.96637608),,True
TRAM,307,17889,7-Russell St/Bourke St (Melbourne City),-37.8125,144.9692,1,"96,86",POINT (-37.81246797 144.96916896),,True
TRAM,309,17891,9-Spring St/Bourke St (Melbourne City),-37.8115,144.9724,1,"96,86",POINT (-37.81152297 144.97241004),,True
TRAM,310,17892,10-Albert St/Nicholson St (East Melbourne),-37.8094,144.9729,1,"86,96,35",POINT (-37.809423 144.97289892),,True
TRAM,311,17894,11-Melbourne Museum/Nicholson St (Fitzroy),-37.8057,144.9735,1,"96,86",POINT (-37.80567603 144.97354584),,True
TRAM,312,17895,12-St Vincents Plaza/Victoria Pde (East Melbourne),-37.8083,144.9761,1,"11,12,30,109",POINT (-37.80828 144.97613316),,True
TRAM,313,17896,11-Albert St/Gisborne St (East Melbourne),-37.8094,144.9757,1,"11,12,109",POINT (-37.80938997 144.97572816),,True
TRAM,314,17897,10-Parliament Railway Station/Macarthur St (East Melbourne),-37.8124,144.9745,1,"11,12,109",POINT (-37.81237896 144.97448796),,True
TRAM,315,17898,8-Spring St/Collins St (Melbourne City),-37.8136,144.9733,1,"11,12,48,109",POINT (-37.81355697 144.97328484),,True
TRAM,316,17901,6-Melbourne Town Hall/Collins St (Melbourne City),-37.8157,144.966,1,"11,12,48,109",POINT (-37.81567404 144.96595704),,True
TRAM,317,17902,5-Elizabeth St/Collins St (Melbourne City),-37.8164,144.9634,1,"11,12,48,109",POINT (-37.81642302 144.96340392),,True
TRAM,318,17903,3-William St/Collins St (Melbourne City),-37.8176,144.9594,1,"11,12,48,109",POINT (-37.81760697 144.95942916),,True
TRAM,319,17905,1-Spencer St/Collins St (Melbourne City),-37.8188,144.9551,1,"11,12,48,109",POINT (-37.81884699 144.95505516),,True
TRAM,320,17906,1-Spencer St/Collins St (Melbourne City),-37.8187,144.9552,1,"11,12,48,109",POINT (-37.81874097 144.95518296),,True
TRAM,321,17908,3-William St/Collins St (Melbourne City),-37.8174,144.9599,1,"11,12,48,109",POINT (-37.81737198 144.959913),,True
TRAM,322,17910,5-Elizabeth St/Collins St (Melbourne City),-37.8162,144.9639,1,"11,12,48,109",POINT (-37.81620603 144.963864),,True
TRAM,323,17911,6-Melbourne Town Hall/Collins St (Melbourne City),-37.8155,144.9663,1,"11,12,48,109",POINT (-37.81551798 144.96627996),,True
TRAM,324,17914,8-Spring St/Collins St (Melbourne City),-37.8134,144.9735,1,"11,12,48,109",POINT (-37.81341603 144.97348212),,True
TRAM,325,17915,10-Parliament Railway Station/Macarthur St (East Melbourne),-37.8122,144.9744,1,"11,12,109",POINT (-37.81216998 144.97436808),,True
TRAM,366,17958,22-Boundary Rd/Racecourse Rd (North Melbourne),-37.7891,144.9399,1,57,POINT (-37.78913097 144.939852),,True
TRAM,367,17959,20-Melrose St/Flemington Rd (North Melbourne),-37.7904,144.9435,1,"59,57",POINT (-37.79039403 144.94348512),,True
TRAM,368,17961,19-Abbotsford St Interchange/Abbotsford St (North Melbourne),-37.7941,144.9471,1,57,POINT (-37.79410599 144.94709592),,True
TRAM,369,18006,11-Albert St/Gisborne St (East Melbourne),-37.8097,144.9756,1,"11,12,109",POINT (-37.80969498 144.97560612),,True
TRAM,370,18009,10-Nicholson St/Victoria Pde (East Melbourne),-37.808,144.9736,1,30,POINT (-37.808019 144.97356204),,True
TRAM,371,18010,9-La Trobe St/Victoria St (Melbourne City),-37.8076,144.971,1,"35,30",POINT (-37.807614 144.97097184),,True
TRAM,372,18011,8-Exhibition St/La Trobe St (Melbourne City),-37.8081,144.969,1,"35,30",POINT (-37.80810297 144.96902712),,True
TRAM,373,18030,6-Swanston St/La Trobe St (Melbourne City),-37.8096,144.9641,1,"35,30",POINT (-37.80954999 144.96408108),,True
TRAM,374,18031,5-Elizabeth St/La Trobe St (Melbourne City),-37.8103,144.9616,1,"35,30",POINT (-37.81029096 144.961596),,True
TRAM,375,18032,4-Queen St/La Trobe St (Melbourne City),-37.811,144.9591,1,"35,30",POINT (-37.81100502 144.95912208),,True
TRAM,376,18033,3-William St/La Trobe St (Melbourne City),-37.8117,144.9567,1,"35,30",POINT (-37.81171098 144.956718),,True
